TISSUE,,,,,,,Dikey Koridor ,,,,,,,
Uygulama Tarihi,Saati,Tıbbi Biyoloji,Biyofizik,Fizyoloji,Genel Histoloji Ve Embriyoloji,PDÖ,Enjeksiyon,"Münazara
Prof. Dr. Zeynep SOLAKOĞLU","Dikiş Düğüm
(Prof.Dr. Zeynep SOLAKOĞLU)",,,,,
24 Şubat 2026 Salı ,13:30-15:20,,,,,,,,i2,,,,,
26 Şubat 2026 Perşembe,13:30-15:20,i2,i1,,,,,,,,,,,
27 Şubat 2026 Cuma,14:00-15:50,,i2,,,,,i1,,,,,,
5 Mart 20256 Perşembe,08:30-10:20,i1,,,,,,İ2,,,,,,
6 Mart 2026 Cuma,08:30-10:20,i2,,,i1,,,,,,,,,
9 Mart 2026 Pazartesi,10:30-12:20,,,,,,,,i1,,,,,
10 Mart 2026 Salı,10:30-12:20,i1,,,,,,,i2- Sınav,,,,,
11 Mart 2026 Çarşamba,08:30-10:20,,,,i2,,,,,,,,,
12 Mart 2026 Perşembe,08:30-10:20,i2,,,i1,,,,,,,,,
12 Mart 2026 Perşembe,13:30-15:20,,,,i2,,,, i1- Sınav,,,,,
13 Mart 2026 Cuma,08:30-10:20,,i1,,,,,,,,,,,
16 Mart 2026 Pazartesi,08:30-10:20,i1,,,,,,,,,,,,
17 Mart 2026 Salı,13:30-15:20,,i2,,i1,,,,,,,,,
25 Mart 2026  Çarşamba,08:30-10:20,,i2,,,,,,,,,,,
26 Mart 2026 Perşembe,08:30-10:20,,,,,,,,,,,,,
27 Mart 2026 Cuma,08:30-10:20,,i1,,i2,,,,,,,,,
31 Mart 2026 Salı,08:30-10:20,,i2,,,,,,,,,,,
3 Nisan 2026 Cuma,08:30-10:20,,,,,,,,TELAFİ,,,,,
7 Nisan 2026 Salı,08:30-10:20,i2,,,,,,,,,,,,
7 Nisan 2026 Salı,13:30-15:20,,i1,,,,,,,,,,,
22 Nisan 2026 Çarşamba,08.30-10.20,i1,,,,,,,,,,,,
24 Nisan 2026 Cuma,08:30-10:20,,,,,İ1,,,,,,,,
27 Nisan 2026 Pazartesi,13:30-15:20,,i1,,,İ2,,,,,,,,
27 Nisan 2026 Pazartesi,15:30-17.00,,,,,,i1 ,,,,,,,
28 Nisan 2026 Salı,14.30-16.00,,,,,,İ2,,,,,,,
29 Nisan 2026 Çarşamba,08:30-10:20,,i2,,,İ1,,,,,,,,
30 Nisan 2026,10:30-12:20,,,,,İ2,,,,,,,,
30 Nisan 2026,13:30-15:20,,,,,i2-8,,,,,,,,
4 Mayıs 2026,13:30-15:20,,,,,i1-4,,,,,,,,
5 Mayıs 2026 Salı,08:30-10:20,,,,,,i1 EXAM,,,,,,,
6 Mayıs 2026 Çarşamba,10.30-12.20,,,,,,İ2 EXAM,,,,,,,
7 Mayıs 2026 Perşembe,10.30-12.20,,,,,,TELAFİ,,,,,,,
15 Mayıs 2026 Cuma,09:00-10:50,,,tüm gruplar,,,,,,,,,,
18 Mayıs 2026 Pazartesi,13:30-15:20,,TELAFİ,,,TELAFİ-a2,,,,,,,,
18 Mayıs 2026 Pazartesi,15.00-16.50,,,,,TELAFİ-a1,,,,,,,,
20 Mayıs 2026 Çarşamba,13:30-15:20,,,,,TELAFİ,,,,,,,,
3 Haziran 2026 Çarşamba,13:30-15:20,TELAFİ,,,,,,,,,,,,
Uygulama Sayısı,,4,5,1,3,1,,,,,,,,
,,,,,,,,,,,,,,
NOT: Dikey Koridor Dilimi Münazara uygulaması Prof.Dr. Yavuz BOZFAKIOĞLU (Hulusi Behçet Kütüphanesi Giriş Kat) Simüle Eğitim Merkezinde yapılacaktır. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
UYGULAMA KONU BAŞLIKLARI,,,,,,,,,,,,,,
FİZYOLOJİ AD.,,,,,,,,,,,,,,
1-Hücre Fizyolojisi-Membran potansiyeli ve aksiyon potansiyellerinin bilgisayar ortamında simülasyonu,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TIBBİ BİYOLOJİ AD.,,,,,,,,,,,,,,
1. Tanı yöntemleri değerlendirilmesi,,,,,,,,,,,,,,
2. Karyotip,,,,,,,,,,,,,,
3. Aile ağacı,,,,,,,,,,,,,,
4. Olgu tartışması ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BİYOFİZİK AD.,,,,,,,,,,,,,,
1.Poliakrilamid jel elektroforezi ile molekül ağırlığının tayini,,,,,,,,,,,,,,
2.DNA İzolasyonu,,,,,,,,,,,,,,
3.DNA Elektroforezi,,,,,,,,,,,,,,
4.PCR (Polimeraz Zincir Reaksiyonu),,,,,,,,,,,,,,
5.Biyoelektrik potansiyeller,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
HİSTOLOJİ AD.,,,,,,,,,,,,,,
"1.) EPİTEL VE BAĞ DOKU
Tek katlı prizmatik fırçamsı kenarlı epitel (ince barsak) - PAS&Haemalun
Tek katlı yassı ve çok katlı yassı keratinleşmemiş epitel (cornea) -H&E
Çok katlı yassı keratinleşmiş epitel (kıllı deri) -H&E
Yalancı çok katlı prizmatik titrek tüylü epitel (trakea) –H&E
Çok katlı değişken epitel (idrar kesesi) -H&E
Embriyonik bağ doku (göbek kordonu) –Masson trikrom
Gevşek bağ doku (deri altı) –Safranalin&Hematoksilen
Örgümsü bağ dokusu (deri) -Safranelin &Mallory
Tıkız bağ dokusu (tendon) -H&E",,,,,,,,,,,,,,
"2.KAS VE SİNİR DOKUSU
Düz kas (ince bağırsak duvarı) -H&E
İskelet kası (dil) –Heidenhain’ın demirli hematoksileni
Kalp kası -Heidenhain’ın demirli hematoksileni
Piramidal nöronlar (serebrum) –Cajal
Purkinje hücreleri (serebellum) –Cajal
Motor nöron (medulla spinalis) –Krezil viyole
Pseudounipolar nöron (spinal gangliyon) –H&E
Glia hücreleri (serebrum) –Golgi
Koroid pleksus (serebrum) –H&E
Sinir lifi –Osmik asit",,,,,,,,,,,,,,
"3.GENEL EMBRİYOLOJİ
Oosit, Ovaryum -Azan
Spermatozoon -Papa nicolau
Embriyo gelişimi-implantasyon -H&E
Gastrulasyon ve nörulasyon -H&E
Plasenta -H&E
Kan Doku –May Grunwald Giemsa                                                          ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NOT: Dikey Koridor Dilimi Enjeksiyon ve Dikiş Düğüm uygulamaları Prof.Dr. Yavuz BOZFAKIOĞLU (Hulusi Behçet Kütüphanesi Giriş Kat) Simüle Eğitim Merkezinde yüzyüze eğitim ile yapılacaktır. Uygulamaların sınavları öğrencilerin beceriyi uyguladıkları videoları Tıp Eğitimi AD tarafından açıklanacak linke yüklemeleri ve bu videoların değerlendirilmesi ile yapılacaktır. Dikiş düğüm uygulamasına gelen öğrencilerin yanlarında portegü ve penset getirmeleri gereklidir (Beceri çantası içinde bulunmaktadır).,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LIFE STAGES,,,,,,,,,,,,,,
4 Mayıs 2026 Pazartesi,08:30-10:20,,,,,,,,,,,,,
6 Mayıs 2026 Çarşamba,08:30-10:20,,,,,,,,,,,,,
12 Mayıs 2026 Salı,08:30-10:20,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Hayatın Evreleri diliminin giriş dersinde tüm birinci sınıf öğrencileri dilimin derslerini veren tüm öğretim üyelerine gruplar halinde dağıtılacak. Her öğrenci, öğretim üyesinin yönlendirmesi doğrultusunda, güncel basında yer alan ve hayatın evreleriyle ilgili, kendinde merak uyandıran herhangi bir konuyu, bilimsel veriler çerçevesinde değerlendirerek o konu hakkında ayrıntılı bir sunu hazırlayacak. Sunumlar ilgili öğretim üyelerine iletilecek. Her öğretim üyesi kendi grubunu değerlendirerek bir ya da birkaç sunuyu seçecek. Seçilen sunular, uygulama derslerinde gruplara yönelik olarak, hazırlayan öğrenciler tarafından sunulacak.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MOVEMENT,,,,,,,,,,,,,,
Uygulama Tarihi,Saati,Genel Histoloji ve Embriyoloji,Fizyoloji,Anatomi,,Saati,,,,,,,,
21 Mayıs 2026 Perşembe,10:30-12:20,,tüm gruplar,2 Mart 2026 Pazartesi,,13.30-16.20,,,,,,,,
4 Haziran 2026 Perşembe,08:30-10:20,İ2,,6 Mart 2026 Cuma,,14.00-16.50,,,,,,,,
5 Haziran 2026 Cuma,08:30-10:20,İ1,,9 Mart 2026 Pazartesi,,13.30-16.20,,,,,,,,
,,,,13 Mart 2026 Cuma,,14.00-16.50,,,,,,,,
,,,,16 Mart 2026 Pazartesi,,13.30-16.20,,,,,,,,
,,,,23 Mart 2026 Pazartesi,,13.30-16.20,,,,,,,,
,,,,27 Mart 2026 Cuma,,14.00-16.50,,,,,,,,
,,,,30 Mart 2026 Pazartesi,,13.30-16.20,,,,,,,,
,,,,3 Nisan 2026 Cuma,,14.00-16.50,,,,,,,,
,,,,6 Nisan 2026 Pazartesi,,13.30-16.20,,,,,,,,
,,,,10 Nisan 2026 Cuma,,14.00-16.50,,,,,,,,
,,,,24 Nisan 2026 Cuma,,14.00-16.50,,,,,,,,
,,,,5 Mayıs 2026 Salı,,13.30-16.20,,,,,,,,
,,,,7 Mayıs 2026 Perşembe,,13.30-16.20,,,,,,,,
,,,,12 Mayıs 2026 Salı,,13.30-16.20,,,,,,,,
,,,,14 Mayıs 2026 Perşembe,,13.30-16.20,,,,,,,,
,,,,21 Mayıs 2026 Perşembe,,13.30-16.20,,,,,,,,
,,,,22 Mayıs 2026 Cuma,,14.00-16.50,,,,,,,,
,,,,1 Haziran 2026 Pazartesi,,13.30-16.20,,,,,,,,
,,,,2 Haziran 2026 Salı,,13.30-16.20,,,,,,,,
,,,,4 Haziran 2026 Perşembe,,13.30-16.20,,,,,,,,
Uygulama Sayısı,,1,1,21,,,,,,,,,,
,,,,,,,,,,,,,,
UYGULAMA KONU BAŞLIKLARI,,,,,,,,,,,,,,
ANATOMİ AD.,,,,,,,,,,,,,,
"Hareket dilimi içinde yer alan Anatomi dersleri, TBG III dilimi içinde başlayarak devam edecektir. Değerlendirmesi Hareket Diliminin içinde olacaktır.",,,,,,,,,,,,,,
1.Kemiklerin Yapısı ,,,,,,,,,,,,,,
"2.Os coxae, femur, patell",,,,,,,,,,,,,,
"3.Tibia, fibula, ossa ped",,,,,,,,,,,,,,
"4.Clavicula, scapula, humeru",,,,,,,,,,,,,,
"5.Radius, ulna, ossa manus",,,,,,,,,,,,,,
6.Omurlar,,,,,,,,,,,,,,
"7.Sternum, costa",,,,,,,,,,,,,,
"8.Os sacrum, pelv",,,,,,,,,,,,,,
"9.Os frontale, os parietale, os occipitale",,,,,,,,,,,,,,
"10.Os temporale, os zygomaticum, maxill",,,,,,,,,,,,,,
"11.Mandibula, os ethmoidale, os sphenoidale",,,,,,,,,,,,,,
"12.Os palatinum, os lacrimale, os nasale, concha nasalis inferior, vomer",,,,,,,,,,,,,,
13.Norma occipitalis-basillari,,,,,,,,,,,,,,
14.Norma lateralis,,,,,,,,,,,,,,
15.Boyun kasla,,,,,,,,,,,,,,
16.Sırt kasları,,,,,,,,,,,,,,
17.Karın Kasları,,,,,,,,,,,,,,
18.Üst ekstremite kasları 1,,,,,,,,,,,,,,
19.Üst ekstremite kasları 2,,,,,,,,,,,,,,
20.Alt ekstremite kasları 1,,,,,,,,,,,,,,
21.Alt ekstremite kasları 2,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
HİSTOLOJİ VE EMBRİYOLOJİ AD.,,,,,,,,,,,,,,
"Hiyalin kıkırdak (trakea) –H&E
Elastik kıkırdak (kulak kepçesi) -Safranalin
Fibröz kıkırdak (İntervertebral disk) –H&E
Kompakt kemik –Thionin pikrik asit
Desmal (intramembranöz) kemikleşme –H&E
Kondral (Endokondral) kemikleşme –H&E",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FİZYOLOJİ AD.,,,,,,,,,,,,,,
"Kurbağada iskelet kasın fizyolojik özelliklerinin gösterilmesi
1-Kasın direkt-indirekt uyarılması (Claud Bernard deneyi)
2-İskelet kasında eşik değer ve hep-hiç yasası ilkesinin gösterilmesi
3-İskelet kasında yorgunluk belirtilerinin araştırılması
4-İskelet kasında sumasyon, tam ve tam olmayan tetanusun gösterilmesi",,,,,,,,,,,,,,
